Game Results:

TOKEN	TAG	GUESS
QUERIES
-------------
WELLINGTON	LOC	LOC	3
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
Deprival	[PER=0.246,LOC=0.145,ORG=0.332,O=0.277]	O	ORG
Value	[PER=0.203,LOC=0.130,ORG=0.351,O=0.316]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.001,O=0.998]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.942]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Deprival
	Deprival
-----------
Move choice:
Launch query on token 11 "Deprival"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
Deprival	[PER=0.246,LOC=0.145,ORG=0.332,O=0.277]	O	ORG
Value	[PER=0.203,LOC=0.130,ORG=0.351,O=0.316]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.001,O=0.998]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.942]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Deprival
	Deprival
	Deprival
-----------
Move choice:
Launch query on token 12 "Value"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.003,O=0.997]	O	O
Deprival	[PER=0.246,LOC=0.145,ORG=0.332,O=0.277]	O	ORG
Value	[PER=0.203,LOC=0.130,ORG=0.351,O=0.316]	O	ORG
(	[PER=0.000,LOC=0.000,ORG=0.001,O=0.998]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.041,O=0.942]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Value
	Deprival
	Deprival
	Deprival
-----------
Next event:
Got response on token 11 "Deprival" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
Deprival	[PER=0.092,LOC=0.054,ORG=0.125,O=0.729]	O	O
Value	[PER=0.114,LOC=0.155,ORG=0.204,O=0.527]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.040,O=0.943]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Value
	Deprival
	Deprival
-----------
Move choice:
Launch query on token 12 "Value"
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
Deprival	[PER=0.092,LOC=0.054,ORG=0.125,O=0.729]	O	O
Value	[PER=0.114,LOC=0.155,ORG=0.204,O=0.527]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.040,O=0.943]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Value
	Deprival
	Value
	Deprival
-----------
Next event:
Got response on token 11 "Deprival" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Deprival	[PER=0.017,LOC=0.010,ORG=0.023,O=0.950]	O	O
Value	[PER=0.071,LOC=0.167,ORG=0.133,O=0.629]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.040,O=0.943]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Value
	Deprival
	Value
-----------
Next event:
Got response on token 12 "Value" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Deprival	[PER=0.008,LOC=0.008,ORG=0.007,O=0.978]	O	O
Value	[PER=0.015,LOC=0.035,ORG=0.028,O=0.922]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.040,O=0.943]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
,	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
1996	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
has	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
been	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
set	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
524.2	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
,	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
an	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
increase	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
eight	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
percent	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
$	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
486.5	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
million	[PER=0.000,LOC=0.000,ORG=0.002,O=0.998]	O	O
valuation	[PER=0.001,LOC=0.001,ORG=0.012,O=0.986]	O	O
a	[PER=0.000,LOC=0.000,ORG=0.001,O=0.999]	O	O
year	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
earlier	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
.	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O

-----------
Current job postings un-answered: 0
Current available humans: 4
Current in-flight queries: 
	Deprival
	Deprival
	Value
-----------
Next event:
Got response on token 11 "Deprival" = O
-----------
TOKEN	DIST	TAG	GUESS
-------------
WELLINGTON	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	LOC	LOC
1996-08-22	[PER=0.000,LOC=0.001,ORG=0.000,O=0.999]	O	O
Power	[PER=0.001,LOC=0.001,ORG=0.000,O=0.999]	ORG	O
New	[PER=0.000,LOC=0.999,ORG=0.000,O=0.000]	ORG	LOC
Zealand	[PER=0.000,LOC=1.000,ORG=0.000,O=0.000]	ORG	LOC
said	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
on	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Thursday	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
that	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
the	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Optimised	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
Deprival	[PER=0.001,LOC=0.001,ORG=0.001,O=0.997]	O	O
Value	[PER=0.013,LOC=0.035,ORG=0.024,O=0.928]	O	O
(	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
ODV	[PER=0.010,LOC=0.008,ORG=0.040,O=0.943]	O	O
)	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
of	[PER=0.000,LOC=0.000,ORG=0.005,O=0.995]	O	O
its	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
network	[PER=0.000,LOC=0.003,ORG=0.001,O=0.996]	O	O
at	[PER=0.000,LOC=0.000,ORG=0.000,O=1.000]	O	O
March	[PER=0.028,LOC=0.043,ORG=0.007,O=0.921]	O	O
31	[PER=0.000,LOC=0.000,ORG=0.000,O=0.999]	O	O
